Model,SamplingTechnique,Accuracy,Precision,Recall,F1-Score,FPR,TPR,AUC
KNN,base,0.8227899432278994,0.3391812865497076,0.1518324607329843,0.20976491862567812,"[0.00000000e+00 9.59692898e-04 1.48752399e-02 5.42226488e-02
 1.95777351e-01 4.52495202e-01 1.00000000e+00]","[0.         0.         0.06020942 0.15183246 0.37172775 0.68586387
 1.        ]",0.6389073820984615
KNN,oversampling,0.6524736415247364,0.2304199772985244,0.5314136125654451,0.32145684877276326,"[0.         0.10460653 0.22024952 0.32533589 0.40690979 0.45441459
 1.        ]","[0.         0.19895288 0.39005236 0.53141361 0.61780105 0.68848168
 1.        ]",0.6313856005868698
KNN,undersampling,0.5932684509326845,0.224977856510186,0.6649214659685864,0.33620119126406356,"[0.         0.06285988 0.21209213 0.41986564 0.61228407 0.7975048
 1.        ]","[0.         0.14921466 0.39267016 0.66492147 0.86910995 0.95287958
 1.        ]",0.669040357347429
SVM,base,0.8438767234387672,0.2857142857142857,0.005235602094240838,0.010282776349614395,"[0.00000000e+00 4.79846449e-04 1.91938580e-03 1.91938580e-03
 2.39923225e-03 2.39923225e-03 4.31861804e-03 4.31861804e-03
 4.79846449e-03 4.79846449e-03 5.75815739e-03 5.75815739e-03
 6.71785029e-03 6.71785029e-03 7.67754319e-03 7.67754319e-03
 8.15738964e-03 8.15738964e-03 8.63723608e-03 8.63723608e-03
 9.59692898e-03 9.59692898e-03 1.00767754e-02 1.00767754e-02
 1.10364683e-02 1.10364683e-02 1.19961612e-02 1.19961612e-02
 1.39155470e-02 1.39155470e-02 1.63147793e-02 1.63147793e-02
 1.67946257e-02 1.67946257e-02 1.72744722e-02 1.72744722e-02
 1.87140115e-02 1.87140115e-02 2.11132438e-02 2.11132438e-02
 2.15930902e-02 2.15930902e-02 2.25527831e-02 2.25527831e-02
 2.44721689e-02 2.44721689e-02 2.49520154e-02 2.49520154e-02
 2.54318618e-02 2.54318618e-02 2.63915547e-02 2.63915547e-02
 2.68714012e-02 2.68714012e-02 2.78310940e-02 2.78310940e-02
 2.92706334e-02 2.92706334e-02 3.07101727e-02 3.07101727e-02
 3.16698656e-02 3.16698656e-02 3.35892514e-02 3.35892514e-02
 3.40690979e-02 3.40690979e-02 3.50287908e-02 3.50287908e-02
 3.64683301e-02 3.64683301e-02 3.69481766e-02 3.69481766e-02
 3.79078695e-02 3.79078695e-02 3.83877159e-02 3.83877159e-02
 3.98272553e-02 3.98272553e-02 4.03071017e-02 4.03071017e-02
 4.31861804e-02 4.31861804e-02 4.41458733e-02 4.41458733e-02
 4.55854127e-02 4.55854127e-02 4.60652591e-02 4.60652591e-02
 4.65451056e-02 4.65451056e-02 4.89443378e-02 4.89443378e-02
 5.03838772e-02 5.03838772e-02 5.08637236e-02 5.08637236e-02
 5.23032630e-02 5.23032630e-02 5.42226488e-02 5.42226488e-02
 5.51823417e-02 5.51823417e-02 5.61420345e-02 5.61420345e-02
 5.66218810e-02 5.66218810e-02 5.71017274e-02 5.71017274e-02
 5.85412668e-02 5.85412668e-02 5.90211132e-02 5.90211132e-02
 5.99808061e-02 5.99808061e-02 6.19001919e-02 6.19001919e-02
 6.23800384e-02 6.23800384e-02 6.33397313e-02 6.33397313e-02
 6.42994242e-02 6.42994242e-02 6.57389635e-02 6.57389635e-02
 6.86180422e-02 6.86180422e-02 6.90978887e-02 6.90978887e-02
 7.00575816e-02 7.00575816e-02 7.14971209e-02 7.14971209e-02
 7.62955854e-02 7.62955854e-02 7.91746641e-02 7.91746641e-02
 8.06142035e-02 8.06142035e-02 8.34932821e-02 8.34932821e-02
 8.39731286e-02 8.39731286e-02 8.82917466e-02 8.82917466e-02
 9.02111324e-02 9.02111324e-02 9.16506718e-02 9.16506718e-02
 9.35700576e-02 9.35700576e-02 9.50095969e-02 9.50095969e-02
 9.83685221e-02 9.83685221e-02 1.00287908e-01 1.00287908e-01
 1.03646833e-01 1.03646833e-01 1.04606526e-01 1.04606526e-01
 1.05086372e-01 1.05086372e-01 1.06525912e-01 1.06525912e-01
 1.11324376e-01 1.11324376e-01 1.13723608e-01 1.13723608e-01
 1.21880998e-01 1.21880998e-01 1.24280230e-01 1.24280230e-01
 1.26199616e-01 1.26199616e-01 1.34357006e-01 1.34357006e-01
 1.35796545e-01 1.36756238e-01 1.36756238e-01 1.38675624e-01
 1.38675624e-01 1.45873321e-01 1.45873321e-01 1.49712092e-01
 1.49712092e-01 1.61708253e-01 1.61708253e-01 1.69385797e-01
 1.69385797e-01 1.73704415e-01 1.73704415e-01 1.79942418e-01
 1.79942418e-01 1.81381958e-01 1.81381958e-01 1.82341651e-01
 1.82341651e-01 1.82821497e-01 1.82821497e-01 1.85220729e-01
 1.85220729e-01 1.87619962e-01 1.89059501e-01 1.92418426e-01
 1.92418426e-01 1.95297505e-01 1.95297505e-01 1.95777351e-01
 1.95777351e-01 1.97216891e-01 2.00575816e-01 2.00575816e-01
 2.11132438e-01 2.11132438e-01 2.14491363e-01 2.14491363e-01
 2.15451056e-01 2.15451056e-01 2.15930902e-01 2.15930902e-01
 2.18330134e-01 2.18330134e-01 2.21209213e-01 2.21209213e-01
 2.27447217e-01 2.28886756e-01 2.28886756e-01 2.32245681e-01
 2.32245681e-01 2.32725528e-01 2.32725528e-01 2.34165067e-01
 2.34165067e-01 2.41362764e-01 2.41362764e-01 2.41842610e-01
 2.41842610e-01 2.43282150e-01 2.43282150e-01 2.44721689e-01
 2.44721689e-01 2.45201536e-01 2.45201536e-01 2.47120921e-01
 2.47120921e-01 2.50959693e-01 2.50959693e-01 2.53358925e-01
 2.53358925e-01 2.54318618e-01 2.54318618e-01 2.57197697e-01
 2.61036468e-01 2.65355086e-01 2.65355086e-01 2.66794626e-01
 2.66794626e-01 2.68714012e-01 2.68714012e-01 2.69193858e-01
 2.69193858e-01 2.70153551e-01 2.70153551e-01 2.72072937e-01
 2.72072937e-01 2.72552783e-01 2.72552783e-01 2.73032630e-01
 2.75431862e-01 2.76391555e-01 2.76391555e-01 2.76871401e-01
 2.76871401e-01 2.77351248e-01 2.77351248e-01 2.79270633e-01
 2.79270633e-01 2.81669866e-01 2.81669866e-01 2.84548944e-01
 2.84548944e-01 2.91266795e-01 2.91266795e-01 2.95585413e-01
 2.95585413e-01 2.96065259e-01 2.96065259e-01 2.98944338e-01
 2.98944338e-01 2.99424184e-01 2.99424184e-01 3.03742802e-01
 3.03742802e-01 3.04222649e-01 3.04222649e-01 3.05182342e-01
 3.05182342e-01 3.06621881e-01 3.06621881e-01 3.11420345e-01
 3.11420345e-01 3.15259117e-01 3.15259117e-01 3.17178503e-01
 3.17178503e-01 3.17658349e-01 3.33493282e-01 3.34932821e-01
 3.34932821e-01 3.39731286e-01 3.39731286e-01 3.40211132e-01
 3.40211132e-01 3.40690979e-01 3.40690979e-01 3.43090211e-01
 3.43090211e-01 3.47888676e-01 3.47888676e-01 3.54606526e-01
 3.54606526e-01 3.57485605e-01 3.57485605e-01 3.57965451e-01
 3.57965451e-01 3.58925144e-01 3.58925144e-01 3.62284069e-01
 3.62284069e-01 3.63723608e-01 3.63723608e-01 3.66122841e-01
 3.66122841e-01 3.69001919e-01 3.69001919e-01 3.72840691e-01
 3.74760077e-01 3.81957774e-01 3.81957774e-01 3.83877159e-01
 3.83877159e-01 3.84357006e-01 3.85316699e-01 3.85796545e-01
 3.86276392e-01 3.89155470e-01 3.89155470e-01 3.91074856e-01
 3.91074856e-01 3.99232246e-01 3.99232246e-01 4.02111324e-01
 4.02111324e-01 4.05470250e-01 4.05470250e-01 4.07869482e-01
 4.07869482e-01 4.09788868e-01 4.09788868e-01 4.12667946e-01
 4.13627639e-01 4.17946257e-01 4.17946257e-01 4.18905950e-01
 4.18905950e-01 4.19865643e-01 4.19865643e-01 4.28023033e-01
 4.28982726e-01 4.28982726e-01 4.38579655e-01 4.38579655e-01
 4.40019194e-01 4.40019194e-01 4.42418426e-01 4.42418426e-01
 4.43378119e-01 4.43378119e-01 4.45297505e-01 4.45297505e-01
 4.51055662e-01 4.51055662e-01 4.51535509e-01 4.51535509e-01
 4.52015355e-01 4.52015355e-01 4.55374280e-01 4.55374280e-01
 4.56333973e-01 4.56333973e-01 4.59213052e-01 4.59213052e-01
 4.63531670e-01 4.69289827e-01 4.73128599e-01 4.73128599e-01
 4.75047985e-01 4.75047985e-01 4.77447217e-01 4.77447217e-01
 4.82725528e-01 4.82725528e-01 4.84165067e-01 4.85124760e-01
 4.87044146e-01 4.87044146e-01 4.89443378e-01 4.89443378e-01
 4.90403071e-01 4.90403071e-01 4.91362764e-01 4.91362764e-01
 4.94241843e-01 4.94241843e-01 5.02879079e-01 5.02879079e-01
 5.05758157e-01 5.05758157e-01 5.11516315e-01 5.11516315e-01
 5.12955854e-01 5.12955854e-01 5.14875240e-01 5.14875240e-01
 5.15834933e-01 5.15834933e-01 5.20633397e-01 5.20633397e-01
 5.22552783e-01 5.22552783e-01 5.27351248e-01 5.27351248e-01
 5.29270633e-01 5.29270633e-01 5.35988484e-01 5.35988484e-01
 5.39827255e-01 5.39827255e-01 5.40307102e-01 5.40307102e-01
 5.41746641e-01 5.41746641e-01 5.44625720e-01 5.44625720e-01
 5.45105566e-01 5.45105566e-01 5.49424184e-01 5.49424184e-01
 5.51823417e-01 5.51823417e-01 5.53262956e-01 5.53262956e-01
 5.57581574e-01 5.57581574e-01 5.65259117e-01 5.65259117e-01
 5.66218810e-01 5.66218810e-01 5.66698656e-01 5.66698656e-01
 5.67178503e-01 5.67178503e-01 5.67658349e-01 5.67658349e-01
 5.68138196e-01 5.68138196e-01 5.84932821e-01 5.84932821e-01
 5.87811900e-01 5.87811900e-01 5.93090211e-01 5.93090211e-01
 6.00287908e-01 6.00287908e-01 6.00767754e-01 6.00767754e-01
 6.03646833e-01 6.03646833e-01 6.06525912e-01 6.06525912e-01
 6.14203455e-01 6.14203455e-01 6.17562380e-01 6.17562380e-01
 6.18522073e-01 6.18522073e-01 6.20441459e-01 6.20441459e-01
 6.32917466e-01 6.32917466e-01 6.35316699e-01 6.35316699e-01
 6.40595010e-01 6.40595010e-01 6.47312860e-01 6.47312860e-01
 6.48752399e-01 6.48752399e-01 6.49712092e-01 6.49712092e-01
 6.51631478e-01 6.52591171e-01 6.53550864e-01 6.54510557e-01
 6.66026871e-01 6.66026871e-01 6.66986564e-01 6.66986564e-01
 6.70825336e-01 6.70825336e-01 6.74184261e-01 6.74184261e-01
 6.78023033e-01 6.78023033e-01 6.78502879e-01 6.78502879e-01
 6.91458733e-01 6.91458733e-01 6.96257198e-01 6.96257198e-01
 7.10172745e-01 7.10172745e-01 7.11132438e-01 7.11132438e-01
 7.15930902e-01 7.15930902e-01 7.17370441e-01 7.17370441e-01
 7.41842610e-01 7.41842610e-01 7.42802303e-01 7.43761996e-01
 7.49520154e-01 7.49520154e-01 7.50000000e-01 7.50000000e-01
 7.51439539e-01 7.51439539e-01 7.52879079e-01 7.52879079e-01
 7.56717850e-01 7.56717850e-01 7.57677543e-01 7.57677543e-01
 7.60556622e-01 7.60556622e-01 7.61996161e-01 7.61996161e-01
 7.63915547e-01 7.63915547e-01 7.73512476e-01 7.73512476e-01
 7.74472169e-01 7.74472169e-01 7.76871401e-01 7.76871401e-01
 7.80230326e-01 7.81190019e-01 7.83589251e-01 7.84548944e-01
 7.86948177e-01 7.88387716e-01 7.89347409e-01 7.90786948e-01
 7.92226488e-01 7.92226488e-01 7.92706334e-01 7.92706334e-01
 7.93666027e-01 7.93666027e-01 8.10460653e-01 8.10460653e-01
 8.11900192e-01 8.11900192e-01 8.12380038e-01 8.12380038e-01
 8.21497121e-01 8.21497121e-01 8.22936660e-01 8.22936660e-01
 8.25815739e-01 8.25815739e-01 8.30614203e-01 8.35892514e-01
 8.40211132e-01 8.40211132e-01 8.42130518e-01 8.43570058e-01
 8.43570058e-01 8.44529750e-01 8.44529750e-01 8.45969290e-01
 8.45969290e-01 8.47408829e-01 8.47408829e-01 8.53646833e-01
 8.53646833e-01 8.63243762e-01 8.63243762e-01 8.66602687e-01
 8.66602687e-01 8.68522073e-01 8.68522073e-01 8.72360845e-01
 8.73800384e-01 8.74280230e-01 8.74280230e-01 8.78598848e-01
 8.78598848e-01 8.93953935e-01 8.93953935e-01 8.97312860e-01
 8.97312860e-01 8.97792706e-01 8.97792706e-01 9.03550864e-01
 9.03550864e-01 9.11708253e-01 9.11708253e-01 9.12667946e-01
 9.12667946e-01 9.14107486e-01 9.14107486e-01 9.21785029e-01
 9.21785029e-01 9.24184261e-01 9.24184261e-01 9.37619962e-01
 9.37619962e-01 9.38099808e-01 9.38099808e-01 9.38579655e-01
 9.38579655e-01 9.64491363e-01 9.64491363e-01 9.73608445e-01
 9.73608445e-01 9.78406910e-01 9.78406910e-01 9.87044146e-01
 9.87044146e-01 9.90403071e-01 9.90403071e-01 9.95201536e-01
 9.95201536e-01 9.95681382e-01 9.95681382e-01 1.00000000e+00
 1.00000000e+00]","[0.         0.         0.         0.0052356  0.0052356  0.0078534
 0.0078534  0.01308901 0.01308901 0.01570681 0.01570681 0.02094241
 0.02094241 0.02356021 0.02356021 0.02879581 0.02879581 0.03664921
 0.03664921 0.04450262 0.04450262 0.04712042 0.04712042 0.04973822
 0.04973822 0.05235602 0.05235602 0.05497382 0.05497382 0.06544503
 0.06544503 0.07329843 0.07329843 0.07591623 0.07591623 0.08115183
 0.08115183 0.08376963 0.08376963 0.08638743 0.08638743 0.08900524
 0.08900524 0.09162304 0.09162304 0.09424084 0.09424084 0.09947644
 0.09947644 0.10471204 0.10471204 0.12041885 0.12041885 0.12565445
 0.12565445 0.12827225 0.12827225 0.13089005 0.13089005 0.13350785
 0.13350785 0.13612565 0.13612565 0.13874346 0.13874346 0.14136126
 0.14136126 0.14397906 0.14397906 0.14659686 0.14659686 0.14921466
 0.14921466 0.15183246 0.15183246 0.15445026 0.15445026 0.16230366
 0.16230366 0.16492147 0.16492147 0.17015707 0.17015707 0.17539267
 0.17539267 0.17801047 0.17801047 0.18062827 0.18062827 0.18324607
 0.18324607 0.18586387 0.18586387 0.18848168 0.18848168 0.19109948
 0.19109948 0.19371728 0.19371728 0.19633508 0.19633508 0.19895288
 0.19895288 0.20418848 0.20418848 0.20942408 0.20942408 0.21727749
 0.21727749 0.21989529 0.21989529 0.22251309 0.22251309 0.22513089
 0.22513089 0.22774869 0.22774869 0.23036649 0.23036649 0.23298429
 0.23298429 0.23560209 0.23560209 0.2382199  0.2382199  0.2434555
 0.2434555  0.2460733  0.2460733  0.2486911  0.2486911  0.2565445
 0.2565445  0.2591623  0.2591623  0.2617801  0.2617801  0.26439791
 0.26439791 0.26963351 0.26963351 0.27225131 0.27225131 0.28010471
 0.28010471 0.28534031 0.28534031 0.28795812 0.28795812 0.29057592
 0.29057592 0.29319372 0.29319372 0.29581152 0.29581152 0.29842932
 0.29842932 0.30104712 0.30104712 0.30366492 0.30366492 0.31151832
 0.31151832 0.31413613 0.31413613 0.31675393 0.31675393 0.31937173
 0.31937173 0.32198953 0.32198953 0.32460733 0.32460733 0.33246073
 0.33246073 0.34031414 0.34031414 0.34031414 0.34293194 0.34293194
 0.34816754 0.34816754 0.35078534 0.35078534 0.35602094 0.35602094
 0.35863874 0.35863874 0.36125654 0.36125654 0.36387435 0.36387435
 0.36649215 0.36649215 0.36910995 0.36910995 0.37696335 0.37696335
 0.38219895 0.38219895 0.38743455 0.38743455 0.38743455 0.38743455
 0.39005236 0.39005236 0.39267016 0.39267016 0.39528796 0.39528796
 0.39528796 0.39790576 0.39790576 0.40314136 0.40314136 0.40575916
 0.40575916 0.40837696 0.40837696 0.41099476 0.41099476 0.41361257
 0.41361257 0.41623037 0.41623037 0.41623037 0.41884817 0.41884817
 0.42146597 0.42146597 0.42670157 0.42670157 0.42931937 0.42931937
 0.43193717 0.43193717 0.43455497 0.43455497 0.43717277 0.43717277
 0.44502618 0.44502618 0.45287958 0.45287958 0.45549738 0.45549738
 0.45811518 0.45811518 0.46073298 0.46073298 0.46335079 0.46335079
 0.46335079 0.46335079 0.46596859 0.46596859 0.46858639 0.46858639
 0.47120419 0.47120419 0.47382199 0.47382199 0.47643979 0.47643979
 0.47905759 0.47905759 0.48167539 0.48167539 0.48167539 0.48167539
 0.48429319 0.48429319 0.4895288  0.4895288  0.4921466  0.4921466
 0.4947644  0.4947644  0.4973822  0.4973822  0.5        0.5
 0.5026178  0.5026178  0.5078534  0.5078534  0.5104712  0.5104712
 0.51570681 0.51570681 0.51832461 0.51832461 0.52094241 0.52094241
 0.52356021 0.52356021 0.53403141 0.53403141 0.53664921 0.53664921
 0.53926702 0.53926702 0.54188482 0.54188482 0.54450262 0.54450262
 0.54450262 0.54450262 0.54973822 0.54973822 0.55235602 0.55235602
 0.55497382 0.55497382 0.55759162 0.55759162 0.56020942 0.56020942
 0.56282723 0.56282723 0.56544503 0.56544503 0.56806283 0.56806283
 0.57329843 0.57329843 0.57591623 0.57591623 0.57853403 0.57853403
 0.58115183 0.58115183 0.58376963 0.58376963 0.58638743 0.58638743
 0.58900524 0.58900524 0.59162304 0.59162304 0.59424084 0.59424084
 0.59424084 0.59424084 0.59685864 0.59685864 0.59947644 0.59947644
 0.60209424 0.60209424 0.60471204 0.60471204 0.60732984 0.60732984
 0.60994764 0.60994764 0.61256545 0.61256545 0.61518325 0.61518325
 0.61518325 0.61518325 0.61780105 0.61780105 0.62041885 0.62041885
 0.62303665 0.62303665 0.62303665 0.62565445 0.62565445 0.62827225
 0.62827225 0.63089005 0.63089005 0.63350785 0.63350785 0.63612565
 0.63612565 0.63874346 0.63874346 0.64136126 0.64136126 0.64397906
 0.64397906 0.64659686 0.64659686 0.64921466 0.64921466 0.65183246
 0.65183246 0.65445026 0.65445026 0.65445026 0.65445026 0.65706806
 0.65706806 0.65968586 0.65968586 0.66230366 0.66230366 0.66492147
 0.66492147 0.66492147 0.66492147 0.67539267 0.67539267 0.67801047
 0.67801047 0.68062827 0.68062827 0.68324607 0.68324607 0.68848168
 0.68848168 0.69109948 0.69109948 0.69371728 0.69371728 0.69633508
 0.69633508 0.70157068 0.70157068 0.70418848 0.70418848 0.70680628
 0.70680628 0.71204188 0.71204188 0.71465969 0.71465969 0.71727749
 0.71727749 0.71989529 0.71989529 0.72251309 0.72251309 0.72513089
 0.72513089 0.72774869 0.72774869 0.73298429 0.73298429 0.73560209
 0.73560209 0.7382199  0.7382199  0.7408377  0.7408377  0.7434555
 0.7434555  0.7460733  0.7460733  0.7486911  0.7486911  0.7513089
 0.7513089  0.7539267  0.7539267  0.7565445  0.7565445  0.7591623
 0.7591623  0.7617801  0.7617801  0.76439791 0.76439791 0.76701571
 0.76701571 0.76963351 0.76963351 0.77225131 0.77225131 0.77748691
 0.77748691 0.78010471 0.78010471 0.78534031 0.78534031 0.78795812
 0.78795812 0.79057592 0.79057592 0.79319372 0.79319372 0.79581152
 0.79581152 0.79842932 0.79842932 0.80104712 0.80104712 0.80366492
 0.80366492 0.80628272 0.80628272 0.80890052 0.80890052 0.81151832
 0.81151832 0.81413613 0.81413613 0.81413613 0.81413613 0.81413613
 0.81413613 0.81675393 0.81675393 0.81937173 0.81937173 0.82198953
 0.82198953 0.82460733 0.82460733 0.82722513 0.82722513 0.82984293
 0.82984293 0.83246073 0.83246073 0.83507853 0.83507853 0.84031414
 0.84031414 0.84554974 0.84554974 0.85078534 0.85078534 0.85340314
 0.85340314 0.85602094 0.85602094 0.85602094 0.85602094 0.85863874
 0.85863874 0.86125654 0.86125654 0.86387435 0.86387435 0.86649215
 0.86649215 0.86910995 0.86910995 0.87172775 0.87172775 0.87434555
 0.87434555 0.87696335 0.87696335 0.87958115 0.87958115 0.88219895
 0.88219895 0.88481675 0.88481675 0.88743455 0.88743455 0.88743455
 0.88743455 0.88743455 0.88743455 0.88743455 0.88743455 0.88743455
 0.88743455 0.89005236 0.89005236 0.89267016 0.89267016 0.89528796
 0.89528796 0.90052356 0.90052356 0.90314136 0.90314136 0.90575916
 0.90575916 0.90837696 0.90837696 0.91361257 0.91361257 0.91623037
 0.91623037 0.91623037 0.91623037 0.91884817 0.91884817 0.91884817
 0.92146597 0.92146597 0.92408377 0.92408377 0.92670157 0.92670157
 0.92931937 0.92931937 0.93193717 0.93193717 0.93455497 0.93455497
 0.93717277 0.93717277 0.94240838 0.94240838 0.94240838 0.94240838
 0.94502618 0.94502618 0.94764398 0.94764398 0.95026178 0.95026178
 0.95287958 0.95287958 0.95549738 0.95549738 0.95811518 0.95811518
 0.96073298 0.96073298 0.96335079 0.96335079 0.96596859 0.96596859
 0.96858639 0.96858639 0.97120419 0.97120419 0.97382199 0.97382199
 0.97643979 0.97643979 0.97905759 0.97905759 0.98167539 0.98167539
 0.98429319 0.98429319 0.98691099 0.98691099 0.9895288  0.9895288
 0.9921466  0.9921466  0.9947644  0.9947644  0.9973822  0.9973822
 1.        ]",0.6497642220458041
